,LetterBody
Vogt-Koyanagi syndrome (disorder),123.25
Recent subtotal retinal detachment (disorder),129.25
Retinal scar (disorder),93.5
Dermatitis of eyelid (disorder),134.75
Avellino corneal dystrophy (disorder),84.0
Glaucoma associated with systemic syndromes (disorder),129.0
Acquired neuromuscular ptosis (disorder),143.75
Infectious crystalline keratopathy (disorder),151.75
Amaurosis (disorder),186.0
Amaurosis fugax (disorder),155.5
Superior rectus underaction (disorder),121.25
Ophthalmic herpes simplex (disorder),105.5
Proliferative retinopathy due to sickle cell disease (disorder),96.75
Retained foreign body in eye (disorder),81.0
Complication of refractive keratoplasty by laser surgery (disorder),140.75
Contact lens related corneal abrasion (disorder),94.25
Congenital anomaly of eye (disorder),126.5
Mooren's ulcer (disorder),119.0
Arteriovenous abnormality of orbit (disorder),159.25
Glaucoma associated with anterior segment anomaly (disorder),101.0
Chronic herpes simplex (disorder),101.75
Primary angle-closure glaucoma residual stage (disorder),105.0
Corneal rust ring (disorder),107.25
Corneal haze due to herpes zoster (disorder),159.25
"Duane's syndrome, type 3 (disorder)",69.0
Metastasis to nervous system and eye (disorder),198.0
Anterior subcapsular polar senile cataract (disorder),63.5
Schnyder crystalline cornea dystrophy (disorder),98.75
Malignant neoplasm of lacrimal sac (disorder),89.5
On examination - subconjunctival hemorrhage (disorder),96.0
Deep venous thrombosis of lower extremity (disorder),109.5
Peripheral chorioretinal scars (disorder),195.0
Herpes zoster keratoconjunctivitis (disorder),161.5
Dacryops (disorder),91.25
Abrasion (disorder),67.25
Open wound of eyeball (disorder),124.25
On examination - right eye preproliferative diabetic retinopathy (disorder),150.75
Corneal flap macrostriae (disorder),57.75
Congenital strabismus (disorder),122.5
On examination - right eye diabetic maculopathy (disorder),91.5
Complete obstruction of lacrimal canaliculus (disorder),90.75
Arcus senilis (disorder),182.0
Uveitis-rheumatoid arthritis syndrome (disorder),97.75
Racial melanosis of conjunctiva (disorder),218.0
"Melanocytic nevus of eyelid, including canthus (disorder)",175.5
Dendritic ulcer (disorder),118.75
Macular pigment deposit (disorder),169.5
Juvenile retinoschisis (disorder),98.0
Cortical and zonular cataract (disorder),95.0
Injury of iris and ciliary body (disorder),97.0
Atrophy of optic disc (disorder),97.25
Tonic pupillary reaction (disorder),147.25
Pleomorphic adenoma of lacrimal gland (disorder),104.5
Congenital lamellar cataract (disorder),72.0
Neurofibroma of eyelid (disorder),79.66666666666667
Partial recent retinal detachment with retinal dialysis (disorder),80.0
Anomalies of lens shape (disorder),174.0
Contact lens related papillary conjunctivitis (disorder),87.66666666666667
Elschnig's pearls (disorder),81.0
Morgagnian cataract (disorder),134.66666666666666
Malposition of lashes (disorder),133.66666666666666
Corneal endothelial wound (disorder),105.66666666666667
Toxic maculopathy (disorder),184.0
Chorioretinal tumor (disorder),126.33333333333333
"Acquired blindness, both eyes (disorder)",165.66666666666666
Late effects of trachoma (disorder),103.66666666666667
Drug-induced Stevens-Johnson syndrome (disorder),165.66666666666666
Optic neuropathy due to vitamin B12 deficiency (disorder),141.66666666666666
Cutaneous horn (disorder),130.66666666666666
Uncomplicated ptosis (disorder),168.33333333333334
YAG laser pit in intraocular lens (disorder),144.33333333333334
Optic papillitis (disorder),241.33333333333334
Posterior proliferative vitreoretinopathy (disorder),90.0
Headache disorder (disorder),271.6666666666667
Childhood Glaucoma Associated with Non-acquired Systemic Disease or Syndrome (disorder),107.66666666666667
Alcohol related optic neuropathy (disorder),119.0
Eversion of lacrimal punctum (disorder),171.33333333333334
Chronic obstructive lung disease (disorder),83.33333333333333
Retinitis (disorder),175.0
Congenital aphakia (disorder),142.66666666666666
Vitreous degeneration (disorder),94.66666666666667
Supraorbital neuralgia (disorder),116.66666666666667
Giant cell arteritis with polymyalgia rheumatica (disorder),185.66666666666666
Infiltrate of cornea (disorder),171.0
Chronic follicular conjunctivitis due to drug (disorder),153.66666666666666
Acute-on-chronic glaucoma (disorder),158.33333333333334
Skin tag (disorder),92.0
Generalized iris atrophy (disorder),95.66666666666667
Variant central serous chorioretinopathy (disorder),164.33333333333334
Malignant melanoma of skin (disorder),89.66666666666667
Cystic dermoid choristoma of skin (disorder),104.33333333333333
Acute iritis (disorder),177.66666666666666
Ectropion uveae (disorder),123.0
Very severe proliferative diabetic retinopathy (disorder),137.0
Benign tumor of optic nerve and sheath (disorder),137.33333333333334
Von Hippel-Lindau syndrome (disorder),141.33333333333334
Idiopathic cyst of iris (disorder),165.0
Ulcer of eyelid (disorder),63.666666666666664
Dislocated capsular tension ring (disorder),127.33333333333333
Apocrine hydrocystoma of eyelid (disorder),103.66666666666667
Cellulitis of eyelid (disorder),139.0
Chronic graft-versus-host disease (disorder),170.33333333333334
Rupture of eye with partial loss of intraocular tissue (disorder),56.0
Retinal breaks - multiple defects (disorder),74.33333333333333
Acute blepharitis (disorder),111.66666666666667
Axenfeld anomaly (disorder),124.0
Immature cortical cataract (disorder),101.33333333333333
Congenital polar cataract (disorder),117.0
Congenital cataract associated with ocular anomalies / systemic disease (no previous glaucoma) (disorder),97.66666666666667
Congenital heterochromia iridis (disorder),82.66666666666667
Photopsia (disorder),78.66666666666667
Calcified optic disc drusen (disorder),97.66666666666667
Keratoacanthoma of eyelid (disorder),84.33333333333333
Trachoma (disorder),97.66666666666667
Secondary acquired nasolacrimal duct obstruction (disorder),148.0
Toxic cataract (disorder),45.333333333333336
Irido-corneo-endothelial syndrome (disorder),136.0
Peripheral scar of posterior pole of eye (disorder),82.66666666666667
Angioedema of eyelids (disorder),202.33333333333334
Autoimmune vasculitis (disorder),124.0
Malignant neoplasm of orbital bone (disorder),123.66666666666667
Neoplasm of lacrimal gland (disorder),176.33333333333334
Cholesterol retinal embolus (disorder),190.0
Central serous retinopathy with pit of optic disc (disorder),127.0
Combined hamartoma of retina (disorder),114.66666666666667
Corneal stromal abscess (disorder),71.33333333333333
Papilloma of skin (disorder),47.0
Open angle with borderline intraocular pressure (disorder),76.0
Concussion cataract (disorder),92.66666666666667
Neuropathic corneal ulcer (disorder),107.33333333333333
Facial laceration (disorder),58.666666666666664
Allergic contact dermatitis of eyelid (disorder),105.0
Conjunctival edema (disorder),100.33333333333333
Glaucomatocyclitic crisis (disorder),129.0
Spontaneous dislocation of lens (disorder),154.33333333333334
Enophthalmos due to trauma (disorder),87.66666666666667
Migraine (disorder),136.33333333333334
Contact lens overwear syndrome (disorder),148.0
Thermal and radiation injury to the cornea (disorder),278.0
Malignant tumor of iris (disorder),189.66666666666666
Choroid scar (disorder),81.0
Irido-corneo-trabecular dysgenesis (disorder),173.0
Osteoarthritis (disorder),89.0
Wegener's granulomatosis (disorder),119.0
Candida endophthalmitis (disorder),127.0
Entropion - ectropion combination (disorder),38.666666666666664
Subacute anterior uveitis (disorder),228.0
Corneal nebula (disorder),75.0
Giant papillary conjunctivitis (disorder),154.66666666666666
Congenitally small punctum lacrimale (disorder),29.333333333333332
Cystic dermoid choristoma of conjunctiva (disorder),127.0
Scleritis and episcleritis (disorder),213.0
Benign neoplasm lacrimal sac (disorder),94.33333333333333
Thyrotoxic exophthalmos (disorder),115.33333333333333
Retinal collateral vessels (disorder),104.0
Retinal tractional tear (disorder),100.33333333333333
Phthisical cornea (disorder),136.33333333333334
Sickle cell-hemoglobin C retinopathy (disorder),118.33333333333333
Multiple myeloma (disorder),299.6666666666667
Retinal pigment epithelial hyperplasia (disorder),100.33333333333333
Focal retinitis (disorder),172.66666666666666
Crocodile shagreen of cornea (disorder),177.33333333333334
Usher syndrome type 2 (disorder),259.3333333333333
Dominant hereditary optic atrophy (disorder),240.33333333333334
Scleral melt (disorder),152.0
Toxic keratoconjunctivitis (disorder),146.0
Abnormal pupillary function (disorder),135.66666666666666
Retinal disorder (disorder),113.66666666666667
Perforating injury of lens (disorder),85.33333333333333
Chorioretinal degeneration (disorder),101.33333333333333
Macular pigment epithelial rip (disorder),101.66666666666667
Malignant lymphoma of the eye region (disorder),176.0
Contraction of eye socket after enucleation (disorder),84.66666666666667
Congenital retinoschisis (disorder),88.0
Glaucoma associated with ocular disorder (disorder),163.33333333333334
Simple hypermetropia (disorder),97.33333333333333
Conjunctival degenerations and deposits (disorder),72.66666666666667
Iridodonesis (disorder),200.66666666666666
Microcystoid epithelial degeneration of cornea (disorder),96.0
Functional nasolacrimal duct obstruction (disorder),109.33333333333333
Tuberculosis of eye (disorder),252.33333333333334
Dermatomyositis (disorder),68.0
On examination - clinically significant macular edema of left eye (disorder),120.66666666666667
Disorder of cornea (disorder),103.0
Acute disease of orbit (disorder),182.66666666666666
Cyst of skin (disorder),86.66666666666667
Flap disorder (disorder),107.0
Myasthenia gravis (disorder),213.66666666666666
"Congenital hereditary endothelial dystrophy,CHED 2 (disorder)",272.0
Retinal giant dialysis (disorder),110.66666666666667
Strabismus due to orbital blowout fracture (disorder),172.66666666666666
Congenital coloboma of optic disc (disorder),126.66666666666667
Plateau iris (disorder),82.33333333333333
Benign tumor of choroid plexus (disorder),155.66666666666666
Postoperative endophthalmitis (disorder),137.66666666666666
Glaucoma associated with iridocorneal endothelial syndrome (disorder),113.33333333333333
Vitreous liquifaction (disorder),64.66666666666667
Basal cell carcinoma of face (disorder),84.33333333333333
Equine recurrent uveitis (disorder),120.66666666666667
Keratoconjunctivitis sicca due to graft-versus-host disease (disorder),86.0
Ocular-mucous membrane syndrome (disorder),201.66666666666666
Acid chemical burn of cornea and conjunctival sac (disorder),171.33333333333334
Acute follicular conjunctivitis (disorder),101.66666666666667
Retinitis pigmentosa-deafness syndrome (disorder),236.0
Multiple retinal breaks (disorder),78.0
"corneal graft, loose or broken suture",127.33333333333333
Primary acquired nasolacrimal duct obstruction (disorder),147.66666666666666
Anterior segment ischemia (disorder),183.0
Herpes zoster interstitial keratitis (disorder),108.33333333333333
Basal cell carcinoma of skin (disorder),131.33333333333334
Brown-McLean Syndrome (disorder),160.0
Hypophoria (disorder),136.0
Herpes simplex conjunctivitis (disorder),143.66666666666666
Lipoma of eyebrow (disorder),61.666666666666664
Disorder of orbit proper (disorder),141.0
Vortex keratopathy (disorder),86.66666666666667
Bulbar conjunctival degeneration (disorder),103.66666666666667
Blind or low vision - both eyes (disorder),156.66666666666666
Scleritis due to Wegener granulomatosis (disorder),119.0
Recession of chamber angle (disorder),186.0
Congenital macular changes (disorder),109.66666666666667
Ankylosing spondylitis (disorder),101.66666666666667
Rotary nystagmus (disorder),94.0
Fine corneal edema (disorder),93.33333333333333
Herpes zoster conjunctivitis (disorder),111.33333333333333
Benign neoplasm of eye (disorder),156.33333333333334
Chronic follicular conjunctivitis (disorder),79.0
Presenile cataract (disorder),99.66666666666667
Blindness of one eye (disorder),116.66666666666667
Inflammatory reaction of eye due to intraocular lens implant (disorder),107.66666666666667
Retinal vascular disorder (disorder),132.33333333333334
Orbital inflammatory disease secondary to sarcoidosis,282.5
Episcleral and scleral disorder (disorder),265.0
Glaucoma associated with tumors AND/OR cysts (disorder),59.5
Pupil sparing third nerve palsy (disorder),198.5
Accidental injury (disorder),76.5
Hypertensive optic neuropathy (disorder),150.0
Acquired ankyloblepharon (disorder),164.0
Contact dermatitis of eyelid (disorder),172.0
Congenital cysts of the posterior segment (disorder),66.0
Persistent hyaloid artery (disorder),88.0
Congenital keratoconus posticus circumscriptus (disorder),120.5
Oguchi's disease (disorder),347.0
Phacoantigenic uveitis (disorder),98.0
Abrasion of eyelid (disorder),78.5
Retinopathy of prematurity stage 5 - total retinal detachment (disorder),55.0
Incomitant esotropia (disorder),108.0
Fundus coloboma (disorder),101.5
Agenesis of punctum lacrimale (disorder),109.0
Anterior circulation stroke of uncertain pathology (disorder),200.5
Epithelial downgrowth (disorder),46.5
Exfoliation of lens capsule (disorder),110.5
Superior oblique overaction (disorder),58.0
Supranuclear gaze palsy (disorder),194.5
Intraocular hemorrhage (disorder),130.0
Coloboma of lens (disorder),111.5
Treacher Collins syndrome (disorder),93.0
Retinal operculated tear (disorder),88.0
Inflammatory pseudotumor of orbit proper (disorder),221.0
Iritis with Crohn's disease (disorder),251.5
Congenital retinal fold (disorder),85.0
Optic atrophy secondary to retinal disease (disorder),95.5
Decentered corneal stromal ablation (disorder),90.0
Aphakia - Soemmering's ring (disorder),133.5
Congenital ectopic lens (disorder),102.0
Congenital subcapsular cataract (disorder),305.0
Penetrating wound of orbit with foreign body (disorder),94.0
Macular diffuse atrophy (disorder),125.0
Neonatal obstruction of nasolacrimal duct (disorder),79.5
Acquired cutaneous vascular malformation (disorder),114.0
Secondary telangiectasia (disorder),101.0
Compound nevus of skin (disorder),57.0
Superficial scleritis (disorder),79.5
Myotonic cataract (disorder),55.0
Drug-induced glaucoma (disorder),208.5
Cutaneous papillomatosis (disorder),56.5
Congenital macular corneal dystrophy (disorder),70.5
Senile reticular retinal degeneration (disorder),177.5
On examination - clinically significant macular edema of right eye (disorder),124.5
Contusion of orbital tissues (disorder),174.5
Partial hypoplasia of optic disc (disorder),214.0
Herpes simplex virus epithelial keratitis (disorder),191.5
Herpes zoster corneal endotheliolitis (disorder),120.5
Juvenile xanthogranuloma of iris (disorder),178.0
Herpes zoster pseudodendrites (disorder),248.5
Macular displacement (disorder),99.0
Infection due to Aspergillus flavipes (disorder),140.5
Penetration of eyeball with nonmagnetic foreign body (disorder),86.0
Esotropia with nystagmus (disorder),136.0
Abducens nerve disorder (disorder),93.0
Inclusion conjunctivitis of the adult (disorder),164.0
Atrophy of sector of optic disc (disorder),95.5
Disorder of skin pigmentation (disorder),84.0
Peripapillary choroidal sclerosis (disorder),98.0
Malignant neoplasm of skin of eyelid (disorder),90.5
Traumatic blindness (disorder),141.5
Crystalline corneal dystrophy (disorder),67.5
Thrombosis of retinal artery (disorder),125.0
Combined nonsenile cataract (disorder),73.0
Benign neoplasm of cystic duct (disorder),77.5
Pseudocoloboma of iris (disorder),121.0
Delayed visual maturation (disorder),114.5
On examination - retinal vascular proliferation (disorder),156.5
Suture tip cataract (disorder),138.5
Congenital exotropia (disorder),237.0
Autosomal recessive ocular albinism (disorder),259.0
Injury of conjunctiva (disorder),130.0
Cystoid macular retinal degeneration (disorder),106.5
Rupture of lens (disorder),314.5
Congenital malformation of the eyebrow (disorder),92.0
With-the-rule astigmatism (disorder),105.0
Herpes zoster corneal epitheliopathy (disorder),79.5
Neurofibroma of orbit proper (disorder),162.0
On examination - left eye preproliferative diabetic retinopathy (disorder),100.5
Hyperlipidemia (disorder),118.0
Vascular sheathing of retina (disorder),254.5
Lentigo maligna (disorder),193.5
Osteoarthritis of knee (disorder),75.0
Ophthalmoplegia (disorder),133.5
Ectodermal dysplasia (disorder),86.5
Lymphangioma of orbit (disorder),106.5
Infective conjunctivitis (disorder),111.0
Pigmented skin lesion of uncertain nature (disorder),77.0
Hypertrophy of corneal epithelium (disorder),55.0
Inferior rectus muscle restriction (disorder),127.5
Blind hypertensive eye (disorder),272.0
Dacryolith (disorder),37.0
Keratopathy due to corneal stem cell failure (disorder),147.5
Lower eyelid tarsal ectropion (disorder),53.5
Disorder of anterior segment of eye (disorder),71.0
Hemangioma of eyelid (disorder),124.5
Transient visual loss (disorder),87.5
Basal cell papilloma reticulated (adenoid) type (disorder),61.0
Functional amblyopia (disorder),152.0
Muscle spasms of head AND/OR neck (disorder),113.0
Corneal keloid (disorder),102.5
Secondary Sjogren's syndrome (disorder),117.5
Postoperative cataract syndrome (disorder),69.5
Degenerative disorder of eyelid (disorder),161.5
Toxocara chorioretinitis (disorder),191.5
Latent nystagmus (disorder),98.5
Alternating esotropia with noncommitance other than A OR V pattern (disorder),77.0
Panophthalmitis (disorder),163.0
Mydriasis,139.0
Angiomatosis of retina (disorder),90.5
Central vestibular nystagmus (disorder),74.0
Abnormal retinal correspondence (disorder),155.5
Capillary hemangioma of orbit (disorder),82.5
Hydrochloroquine retinopathy (disorder),110.5
Stromal corneal dystrophy (disorder),88.5
Corneal stromal degeneration (disorder),132.5
Soemmerring's ring (disorder),133.0
Monocular esotropia with V pattern (disorder),236.0
Ocular myasthenia with strabismus (disorder),125.5
Drug-induced keratoconjunctivitis (disorder),155.0
Acquired nystagmus (disorder),213.5
Essential hypertension (disorder),73.0
Inverted pelvis (disorder),100.5
A pattern strabismus (disorder),117.0
Paretic esotropia (disorder),158.0
Herpes simplex iridocyclitis (disorder),144.0
Retinal pigment epithelial detachment with vascularization (disorder),86.5
Ingrowing eyelash of upper eyelid (disorder),152.0
Nonsenile cataract (disorder),97.5
Ring melanoma of ciliary body (disorder),358.5
Ligneous conjunctivitis (disorder),83.0
Congenital keratoglobus (disorder),95.5
Cellulitis of periorbital region (disorder),103.0
Drug-induced cicatricial pemphigoid (disorder),102.0
Corneal endotheliolitis (disorder),89.5
Toxoplasma neuroretinitis (disorder),75.5
Cutaneous xanthoma (disorder),67.5
Lattice corneal dystrophy Type II (disorder),67.0
Glaucoma due to iris anomaly (disorder),182.5
Slowed saccades (disorder),112.5
Abscess of eye (disorder),205.0
Progressive supranuclear ophthalmoplegia (disorder),190.5
Magnetic foreign body penetrating eyeball (disorder),92.0
Sterile endophthalmitis (disorder),194.0
Corneal pigmentations and deposits (disorder),66.5
Convergence spasm (disorder),127.5
Specified anterior chamber anomalies (disorder),192.0
Abscess of conjunctiva (disorder),58.0
Scotopic sensitivity (disorder),62.5
Chronic sciatica (disorder),54.0
CVA - cerebrovascular accident due to cerebral artery occlusion (disorder),102.5
Nodular degeneration of cornea (disorder),68.5
Microspherophakia (disorder),118.5
Mycotic corneal ulcer (disorder),95.0
Benign lipomatous tumor (disorder),59.5
Accommodative strabismus (disorder),145.5
Cytomegalovirus infection (disorder),156.0
Cavernous sinus syndrome (disorder),92.5
Rubella retinopathy (disorder),98.0
Duane syndrome with vertical deviation (disorder),52.5
Penetrating injury due to glass (disorder),120.5
Acute hemorrhagic conjunctivitis (disorder),36.5
Nutritional optic neuropathy (disorder),89.0
Enophthalmos due to orbital tissue atrophy (disorder),114.5
Exophthalmos (disorder),61.0
Superficial abrasion of eye region structure (disorder),63.5
Lacrimal canaliculitis due to Actinomyces israelii (disorder),118.0
Fistula of nasal sinus (disorder),110.0
Ocular toxocariasis (disorder),128.0
Cortical visual impairment (disorder),151.5
Operculum of retina without detachment (disorder),61.5
Stenosis of lacrimal system (disorder),111.5
Bietti's crystalline retinopathy (disorder),99.0
Paresis of extraocular muscles (disorder),98.0
Iridoschisis (disorder),101.0
Downbeat nystagmus (disorder),109.0
Third cranial nerve weakness (disorder),94.0
Carotid artery stenosis (disorder),72.0
B-cell lymphoma (disorder),98.0
Combined form of nonsenile cataract (disorder),77.0
Horseshoe tear of retina without detachment (disorder),67.5
Mittendorf's dot (disorder),194.5
Acquired disorder of keratinization (disorder),145.0
Diabetic oculopathy (disorder),118.5
Arthritis (disorder),149.5
Interstitial and deep keratitis (disorder),153.0
Cyst of ciliary body (disorder),176.0
Chronic inflammation of orbit (disorder),141.5
Endophlebitis (disorder),126.5
Benign neoplasm of canthus (disorder),76.5
Focal anterior synechiae of iris (disorder),79.5
Tears of iris stroma (disorder),83.0
Nonmagnetic foreign body penetrating eyeball (disorder),126.0
Disorder of keratinization (disorder),185.0
Scarring of stoma (disorder),94.0
Primary Sjogren's syndrome (disorder),137.0
Hypometric saccades (disorder),112.5
Cicatricial trichiasis (disorder),136.5
Abducting nystagmus (disorder),134.5
Complication of internal prosthetic device (disorder),48.0
Intermittent exophthalmos (disorder),175.0
Orbital granuloma (disorder),248.5
Uveal prolapse (disorder),101.0
Cyst of iris and/or ciliary body (disorder),235.5
Partial recent retinal detachment with giant tear (disorder),118.0
Benign essential hypertension (disorder),105.0
Periodic alternating nystagmus (disorder),197.5
Macular and peripheral retinoschisis (disorder),130.0
Lipoma of eyelid (disorder),82.0
Congenital cortical cataract (disorder),64.0
Giant keratoacanthoma (disorder),75.0
Posttraumatic choroid scar (disorder),121.0
Isolated blepharospasm (disorder),125.0
Rupture of sphincter of pupil (disorder),107.0
Primary exotropia (disorder),58.5
Tear drainage disorder (disorder),151.5
Hemorrhagic detachment of retinal pigment epithelium (disorder),117.0
Aniridia type 1 (disorder),113.0
Lower lid ectropion with retraction (disorder),73.0
Fat hypertrophy (disorder),76.5
Facial hemiparesis (disorder),75.5
Conjunctival hemorrhage (disorder),94.5
Total oculomotor nerve palsy (disorder),100.5
Leber's optic atrophy (disorder),83.5
Blow out fracture of orbit (disorder),81.0
Simple episcleritis (disorder),93.5
Irido-corneal dysgenesis (disorder),78.0
Dermatophytosis (disorder),80.0
Cyclic esotropia (disorder),83.0
Adhesions and disruptions of iris and ciliary body (disorder),98.5
Marginal corneal ulcer (disorder),236.0
Adenoma of pigmented epithelium of ciliary body (disorder),73.0
Asthma (disorder),107.0
Serous detachment of retinal pigment epithelium (disorder),109.0
Occlusion amblyopia (disorder),73.5
Vesicular herpes simplex eyelid dermatitis (disorder),70.5
Scleromalacia perforans (disorder),297.5
Penetration of eyeball with magnetic foreign body (disorder),111.0
Atrophy of orbital fat (disorder),65.0
Injury of cornea (disorder),122.5
External ophthalmoplegia (disorder),95.5
Presumed ocular histoplasmosis syndrome (disorder),77.0
Vertical nystagmus (disorder),241.0
Hereditary optic atrophy (disorder),75.0
Ocular hyperemia (disorder),154.0
Vascular anomaly of eyelid (disorder),93.0
Retained nonmagnetic intraocular foreign body (disorder),110.0
Jerk nystagmus (disorder),63.0
Retinal flame hemorrhage (disorder),87.0
Multiple malignancy (disorder),191.0
Acquired blepharophimosis (disorder),151.0
Malignant tumor of renal pelvis (disorder),88.0
Chronic frontoethmoidal sinusitis (disorder),65.0
Intermittent angle-closure glaucoma (disorder),176.0
Severe visual impairment (disorder),101.0
Symptomatic nystagmus (disorder),172.0
Frontalis-associated lipoma (disorder),79.0
Retinopathy of prematurity stage 3 - ridge with extraretinal fibrovascular proliferation (disorder),93.0
Postoperative infectious endophthalmitis (disorder),150.0
Fistula (disorder),53.0
Pigmented skin lesion of suspected benign nature (disorder),84.0
Compressive optic atrophy (disorder),117.0
Manifest hypermetropia (disorder),103.0
Microstrabismus (disorder),103.0
Disorder of eye region (disorder),54.0
Malignant basal cell neoplasm of skin (disorder),95.0
Injury of cranial nerve (disorder),155.0
Strabismus in neuromuscular disorder (disorder),65.0
Incipient occlusion of retinal vein (disorder),205.0
Congenital melanosis of sclera (disorder),242.0
Disorders of skin grafts and flaps (disorder),64.0
Cyst of maxillary sinus (disorder),52.0
Closed fracture of orbit (disorder),143.0
Chronic pulmonary fibrosis due to inhalation of chemical fumes AND/OR vapors (disorder),57.0
Ring corneal ulcer (disorder),60.0
Basicervical fracture of neck of femur (disorder),71.0
Coloboma of eyelid (disorder),74.0
Congenital anisocoria (disorder),84.0
Thalamic infarction (disorder),147.0
Basal cell carcinoma of forehead (disorder),142.0
Malignant tumor of eye (disorder),217.0
Corneal deposit associated with metabolic disorder (disorder),81.0
Dementia (disorder),96.0
Purtscher's retinopathy (disorder),211.0
Persistent miosis (disorder),30.0
Atrophic retina (disorder),74.0
Xanthogranuloma (disorder),48.0
Retained old traumatic intraocular foreign body (disorder),130.0
Neurosarcoidosis (disorder),104.0
Sebaceous adenocarcinoma of eyelid (disorder),125.0
Post-inflammatory scarring (disorder),79.0
Cavernous hemangioma of orbit (disorder),84.0
Infective blepharitis (disorder),168.0
Crocodile tears syndrome (disorder),174.0
Injury of eyebrow (disorder),148.0
Changing color of pigmented skin lesion (disorder),75.0
Absent eyebrow (disorder),100.0
Transient arterial retinal occlusion (disorder),97.0
Severe nonproliferative diabetic retinopathy with no macular edema (disorder),178.0
Failure of penetration (disorder),72.0
Relative afferent pupillary defect (disorder),228.0
New partial retinal detachment with retinal dialysis (disorder),90.0
Optic atrophy associated with retinal dystrophy (disorder),98.0
Choroidal hemorrhage and rupture (disorder),245.0
Corneal warpage (disorder),55.0
Retrobulbar hemorrhage (disorder),91.0
Chronic osteoarthritis (disorder),60.0
Posterior crocodile shagreen of cornea (disorder),83.0
Toxic conjunctivitis (disorder),128.0
Warty dyskeratoma (disorder),72.0
Herpes zoster subepithelial infiltrates (disorder),101.0
Retinal abnormality - non-diabetes (disorder),115.0
Schwartz ocular syndrome (disorder),103.0
Plane xanthoma (disorder),150.0
Anterior chamber fibrosis (disorder),140.0
Central cloudy dystrophy of Francois (disorder),118.0
Traumatic glaucoma due to birth trauma (disorder),71.0
Acute compressive optic neuropathy (disorder),128.0
Basal cell papilloma solid (acanthotic) type (disorder),108.0
Persistent primary vitreous (disorder),31.0
Chiasmal glioma (disorder),89.0
Iatrogenic angle-closure glaucoma (disorder),99.0
Bullous retinoschisis (disorder),53.0
Tumor of iris (disorder),303.0
Herpes zoster retinitis (disorder),124.0
Myositis (disorder),258.0
Welders' keratitis (disorder),136.0
Rheumatoid arteritis (disorder),123.0
Abnormal saccadic eye movement (disorder),94.0
Y pattern strabismus (disorder),93.0
Retinal flecking (disorder),69.0
Anterior corneal pigmentation (disorder),82.0
Diabetic intraretinal microvascular anomaly (disorder),108.0
Stenosis of retinal artery (disorder),380.0
Neoplasm of uncertain behavior of lacrimal gland (disorder),193.0
Trabeculitis (disorder),183.0
Peripheral vascular disease (disorder),108.0
Foreign body in posterior wall eye (disorder),157.0
Central retinal vein occlusion - juvenile (disorder),147.0
Conjunctivitis associated with dermatitis herpetiformis (disorder),62.0
Subconjunctival scar (disorder),120.0
Abrasion of eye region (disorder),41.0
Acute rheumatic arthritis (disorder),127.0
Retained nonmagnetic foreign body in vitreous (disorder),104.0
Total hyphema (disorder),241.0
Left ventricular systolic dysfunction (disorder),47.0
Adult atopic dermatitis (disorder),133.0
Choroidal leiomyoma (disorder),84.0
Basal cell carcinoma of upper eyelid (disorder),67.0
Eye injury from lightning (disorder),80.0
Muscle eye brain disease (disorder),100.0
Conjunctivitis due to adenovirus (disorder),76.0
Extraocular muscle restriction (disorder),178.0
Disorder of prostheses and implants (disorder),196.0
Paralytic ptosis (disorder),278.0
Complication (disorder),102.0
Meningioma of optic nerve sheath (disorder),81.0
Distichiasis-lymphedema syndrome (disorder),86.0
Neoplasm of uncertain behavior of choroid (disorder),25.0
Ciliary block glaucoma (disorder),259.0
Benign tumor of lateral nasal wall (disorder),62.0
Deep vascularization of cornea (disorder),160.0
Discoid lupus erythematosus of eyelid (disorder),76.0
Syphilitic retinitis (disorder),84.0
Idiopathic retinitis (disorder),230.0
Neoplasm of skin of forehead (disorder),65.0
Changing shape of pigmented skin lesion (disorder),67.0
"Congenital hereditary endothelial dystrophy,CHED 1 (disorder)",118.0
Conjunctival lymphangiectasis (disorder),95.0
Laceration of cheek (disorder),123.0
Thermal burn (disorder),98.0
Diabetic optic papillopathy (disorder),118.0
Benign neoplasm of ciliary body (disorder),325.0
"Duane's syndrome, type 2 (disorder)",81.0
Bimalleolar fracture of ankle (disorder),69.0
"Manifest vertical squint, eye down (disorder)",49.0
Choroidal infarct (disorder),252.0
Chronic renal failure syndrome (disorder),136.0
Prostatism (disorder),118.0
Anterior chamber cleavage syndrome (disorder),96.0
Distortion of visual image (disorder),101.0
Optic nerve infarction (disorder),66.0
Infectious endophthalmitis (disorder),110.0
Fibrous dysplasia of orbit (disorder),162.0
Congenital corneal opacity interfering with vision (disorder),63.0
Retained foreign body of eyelid (disorder),111.0
Malignant hypertension (disorder),166.0
Horizontal gaze palsy (disorder),92.0
Degenerative disorders of eyelids and periocular area (disorder),313.0
Accessory lacrimal gland disorder (disorder),125.0
Hamartoma of retina (disorder),102.0
Scar of skin of eyelid (disorder),99.0
V-pattern strabismus (disorder),113.0
Focal marginal corneal ulcer (disorder),77.0
Homocystinuria (disorder),194.0
Inguinal hernia (disorder),66.0
Congenital abnormality of iris and ciliary body (disorder),106.0
Paraneoplastic retinopathy (disorder),271.0
On examination - periorbital edema (disorder),78.0
Paroxysmal atrial fibrillation (disorder),99.0
Corneal facet (disorder),37.0
